Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Month,MonthName,Quarter,Weekday,YearMonth,Week,Direct_Op_Cost,Service_Cost,Indirect_Cost,Revenue_per_Pax,Cost_per_Pax,Profit_per_Pax,ASK,RASK,CASK,Is_Profitable
EK2025,2024-02-17,DXB,KHI,DXB-KHI,Airbus A320,180,138,0.7672,2.5,Peak,Medium Haul,Medium,82077.74,9784.799999999988,91862.54,5716.29,2875.0,1950.0,4250.0,700.0,3957.02,3343.17,4564.87,1097.7,12290.55,3445.68,7006.51,3632.38,2049.42,56878.59,34983.95,38.08,2,Feb,1,Saturday,2024-02,7,15491.29,12962.760000000002,28424.54,665.6705797101449,412.1636956521739,253.506884057971,450.0,204.13897777777777,126.39686666666665,True
EK4320,2024-06-05,DXB,DOH,DXB-DOH,Airbus A320,180,140,0.7825,1.5,Low,Short Haul,High,34107.36,3623.91,37731.27,3929.33,1725.0,1170.0,2550.0,420.0,2835.6,4678.58,5301.63,755.98,5844.16,3702.75,6622.35,1147.24,1183.49,41866.11,-4134.84,-10.96,6,Jun,2,Wednesday,2024-06,23,9794.33,13571.79,18499.99,269.5090714285714,299.04364285714286,-29.53457142857143,270.0,139.74544444444444,155.05966666666666,False
EK1118,2024-01-15,DXB,RUH,DXB-RUH,Airbus A320,180,147,0.8213,2.2,Peak,Short Haul,Medium,40692.95,6036.41,46729.36,5102.17,2530.0,1716.0,3740.0,616.0,4388.69,2122.2,2394.43,1485.14,6229.96,3851.81,6913.97,1711.74,1560.97,44363.08,2366.28,5.06,1,Jan,1,Monday,2024-01,3,13704.17,10390.46,20268.450000000004,317.88680272108843,301.7896598639456,16.09714285714286,396.00000000000006,118.00343434343432,112.02797979797978,True
EK5801,2024-08-17,DXB,CAI,DXB-CAI,Boeing 787-9,296,195,0.6614,3.5,Low,Short Haul,Medium,26192.87,2741.51,28934.38,20412.03,7700.0,4200.0,11200.0,2100.0,3072.37,3810.59,2125.54,2403.93,4435.28,5180.76,14180.16,1457.55,2283.67,84561.89,-55627.51,-192.25,8,Aug,3,Saturday,2024-08,33,45612.03,11412.43,27537.42,148.3814358974359,433.65071794871795,-285.26928205128206,1036.0,27.928938223938225,81.62344594594595,False
EK5374,2024-07-29,DXB,JFK,DXB-JFK,Boeing 787-9,296,231,0.7814,14.0,Low,Long Haul,High,254302.64,36455.33,290757.97,70554.45,30800.0,16800.0,44800.0,8400.0,9672.15,5162.29,2396.54,9054.07,35768.55,6514.48,61156.56,16316.04,3133.08,320528.22,-29770.25,-10.24,7,Jul,3,Monday,2024-07,31,171354.45,26285.05,122888.71,1258.6925108225107,1387.5680519480518,-128.87554112554113,4144.0,70.16360279922779,77.34754343629344,False
EK7826,2024-11-15,DXB,BOM,DXB-BOM,Boeing 787-9,296,251,0.8509,3.2,Shoulder,Medium Haul,High,110117.65,15273.22,125390.86,17116.27,7040.0,3840.0,10240.0,1920.0,4744.6,5598.77,2407.68,2450.08,18867.21,3992.3,17742.09,4256.66,2111.28,102326.94,23063.92,18.39,11,Nov,4,Friday,2024-11,46,40156.270000000004,15201.130000000001,46969.53999999999,499.56517928286854,407.6770517928287,91.88812749003984,947.2,132.38055320945946,108.03097550675676,True
EK2701,2024-03-10,DXB,LHE,DXB-LHE,Boeing 787-9,296,205,0.6954,3.5,Shoulder,Medium Haul,Medium,156237.24,21721.4,177958.64,18941.65,7700.0,4200.0,11200.0,2100.0,4770.98,4737.24,3453.51,2050.52,30192.05,3892.7,18467.74,9053.09,2200.49,122959.99,54998.65,30.91,3,Mar,1,Sunday,2024-03,10,44141.65,15012.25,63806.07,868.0909268292684,599.8048292682927,268.28609756097563,1036.0,171.77474903474905,118.68724903474904,True
EK3372,2024-04-27,DXB,CMB,DXB-CMB,Airbus A350-900,325,244,0.7512,4.5,Shoulder,Medium Haul,Medium,167575.02,23333.38,190908.4,27475.02,10800.0,5850.0,15750.0,2925.0,3093.47,8368.28,3937.51,3323.77,31351.68,6197.02,24109.05,10802.72,2662.29,156645.81,34262.59,17.95,4,Apr,2,Saturday,2024-04,17,62800.020000000004,18723.03,75122.76,782.411475409836,641.9910245901639,140.4204508196721,1462.5,130.5356581196581,107.10824615384615,True
EK5086,2024-07-26,DXB,BAH,DXB-BAH,Boeing 737-800,189,140,0.7438,1.3,Low,Short Haul,High,33735.71,4133.28,37868.99,3474.11,1560.0,1040.0,2340.0,390.0,4694.35,4149.03,2241.18,932.61,6034.24,2590.99,5575.02,2200.74,2032.95,39255.23,-1386.24,-3.66,7,Jul,3,Friday,2024-07,30,8804.11,12017.170000000002,18433.94,270.4927857142857,280.39450000000005,-9.901714285714286,245.70000000000002,154.1269434269434,159.76894586894588,False
EK5913,2024-08-08,DXB,IST,DXB-IST,Boeing 787-9,296,219,0.7425,5.0,Low,Medium Haul,High,169967.46,19219.21,189186.67,26938.25,11000.0,6000.0,16000.0,3000.0,2174.27,6118.31,4213.54,2536.35,25543.33,4097.68,20006.35,10723.48,2976.26,141327.82,47858.85,25.3,8,Aug,3,Thursday,2024-08,32,62938.25,15042.47,63347.1,863.8660730593608,645.3325114155251,218.5335616438356,1480.0,127.82883108108109,95.49177027027028,True
EK2430,2024-03-24,DXB,BAH,DXB-BAH,Boeing 737-800,189,163,0.8627,1.3,Shoulder,Short Haul,High,36745.57,4710.05,41455.62,3444.56,1560.0,1040.0,2340.0,390.0,4397.59,2372.73,2640.47,568.49,6345.23,3054.49,5751.43,2033.23,1848.95,37787.16,3668.46,8.85,3,Mar,1,Sunday,2024-03,12,8774.56,9979.279999999999,19033.33,254.32895705521474,231.8230674846626,22.505889570552146,245.70000000000002,168.72454212454213,153.793894993895,True
EK4535,2024-06-15,DXB,DEL,DXB-DEL,Boeing 777-300ER,396,306,0.7733,3.5,Low,Medium Haul,High,117892.23,15878.75,133770.98,30205.43,12250.0,5250.0,15750.0,2800.0,5244.66,6646.49,2753.04,2755.61,20563.63,8035.16,26250.64,6703.06,2988.6,148196.33,-14425.35,-10.78,6,Jun,2,Saturday,2024-06,24,66255.43,17399.8,64541.09,437.16006535947713,484.3017320261437,-47.141666666666666,1386.0,96.5158585858586,106.92375901875901,False
EK4985,2024-07-03,DXB,DOH,DXB-DOH,Boeing 737-800,189,142,0.7556,1.5,Low,Short Haul,High,34402.7,4159.19,38561.9,3659.25,1800.0,1200.0,2700.0,450.0,3554.96,2757.86,4968.5,769.68,4811.44,3678.86,7062.8,2187.41,1844.85,41445.62,-2883.73,-7.48,7,Jul,3,Wednesday,2024-07,27,9809.25,12051.0,19585.359999999997,271.56267605633803,291.8705633802817,-20.307957746478873,283.5,136.02081128747795,146.19266313932982,False
EK8782,2024-12-08,DXB,SIN,DXB-SIN,Boeing 777-300ER,396,370,0.9352,7.5,Peak,Long Haul,High,882387.27,125652.6,1008039.88,69149.16,26250.0,11250.0,33750.0,6000.0,4893.24,9862.56,2218.4,5801.74,175558.8,8382.65,43634.98,31776.33,4819.85,433347.71,574692.16,57.01,12,Dec,4,Sunday,2024-12,49,146399.16,22775.940000000002,264172.61,2724.432108108108,1171.210027027027,1553.222054054054,2970.0,339.407367003367,145.90831986531987,True
EK6125,2024-08-04,DXB,SIN,DXB-SIN,Boeing 787-9,296,220,0.7459,7.5,Low,Long Haul,High,248581.52,37099.39,285680.91,40941.08,16500.0,9000.0,24000.0,4500.0,5824.68,6017.29,3330.63,5385.88,44960.46,3877.59,34778.32,9333.93,2658.21,211108.06,74572.85,26.1,8,Aug,3,Sunday,2024-08,31,94941.08,20558.480000000003,95608.51,1298.5495909090907,959.5820909090909,338.96750000000003,2220.0,128.68509459459457,95.09372072072073,True
EK7021,2024-10-05,DXB,MCT,DXB-MCT,Airbus A320,180,155,0.8664,1.2,Shoulder,Short Haul,High,33298.9,3601.44,36900.34,3022.76,1380.0,936.0,2040.0,336.0,4650.42,1931.12,4734.21,914.68,6120.2,4105.88,6199.21,1132.79,1545.03,39048.3,-2147.96,-5.82,10,Oct,4,Saturday,2024-10,40,7714.76,12230.43,19103.11,238.06670967741934,251.92451612903227,-13.857806451612904,216.0,170.8349074074074,180.77916666666667,False
EK4358,2024-06-28,DXB,MCT,DXB-MCT,Airbus A320,180,147,0.8177,1.2,Low,Short Haul,High,20282.74,2391.66,22674.4,2872.74,1380.0,936.0,2040.0,336.0,3291.79,3098.45,3820.58,847.65,3431.36,3728.14,4976.14,1151.75,1652.99,33563.59,-10889.19,-48.02,6,Jun,2,Friday,2024-06,26,7564.74,11058.47,14940.38,154.24761904761905,228.32374149659861,-74.07612244897959,216.0,104.97407407407408,155.3869907407407,False
EK2412,2024-03-05,DXB,KWI,DXB-KWI,Airbus A320,180,144,0.8024,2.0,Shoulder,Short Haul,High,41862.14,6079.25,47941.39,4962.88,2300.0,1560.0,3400.0,560.0,4048.41,4633.14,4558.98,1259.45,6321.05,3146.9,8605.62,2848.6,1925.66,50130.68,-2189.29,-4.57,3,Mar,1,Tuesday,2024-03,10,12782.880000000001,14499.98,22847.829999999998,332.92631944444446,348.1297222222222,-15.203402777777777,360.0,133.17052777777778,139.25188888888889,False
EK3859,2024-05-03,DXB,DEL,DXB-DEL,Boeing 777-300ER,396,334,0.8454,3.5,Normal,Medium Haul,High,125063.46,14647.63,139711.08,29302.23,12250.0,5250.0,15750.0,2800.0,6830.83,8924.53,5489.46,1497.09,24309.94,8799.76,23381.07,5604.3,4598.92,154788.14,-15077.05,-10.79,5,May,2,Friday,2024-05,18,65352.229999999996,22741.91,66693.99,418.2966467065868,463.43754491017967,-45.14086826347305,1386.0,100.80164502164502,111.6797546897547,False
EK7634,2024-11-19,DXB,DOH,DXB-DOH,Airbus A320,180,152,0.8475,1.5,Shoulder,Short Haul,High,38925.78,4204.91,43130.69,3260.57,1725.0,1170.0,2550.0,420.0,2136.87,4630.4,4585.81,617.25,7639.84,3776.88,6446.79,1595.6,1659.04,42214.05,916.65,2.13,11,Nov,4,Tuesday,2024-11,47,9125.57,11970.33,21118.15,283.75453947368425,277.7240131578948,6.030592105263158,270.0,159.7432962962963,156.34833333333336,True
EK8594,2024-12-08,DXB,LHR,DXB-LHR,Boeing 777-300ER,396,361,0.9138,7.0,Peak,Medium Haul,High,202880.69,28520.88,231401.57,56899.64,24500.0,10500.0,31500.0,5600.0,11522.6,5734.13,2550.26,3621.99,33645.86,9223.44,49318.71,9656.44,3427.33,257700.4,-26298.83,-11.37,12,Dec,4,Sunday,2024-12,49,128999.64,23428.979999999996,105271.78000000001,641.0015789473684,713.8515235457063,-72.84994459833796,2772.0,83.47819985569986,92.96551226551226,False
EK2615,2024-03-20,DXB,LHR,DXB-LHR,Boeing 777-300ER,396,343,0.8673,7.0,Shoulder,Medium Haul,High,199586.19,20796.5,220382.7,58053.25,24500.0,10500.0,31500.0,5600.0,10614.47,5608.63,4869.9,3852.22,27419.61,8174.67,52860.95,10866.52,2811.06,257231.28,-36848.58,-16.72,3,Mar,1,Wednesday,2024-03,12,130153.25,24945.22,102132.81,642.5151603498542,749.9454227405248,-107.43026239067056,2772.0,79.50313852813854,92.79627705627706,False
EK7226,2024-10-13,DXB,IST,DXB-IST,Boeing 777-300ER,396,365,0.9225,5.0,Shoulder,Medium Haul,High,328655.49,39282.98,367938.47,39406.29,17500.0,7500.0,22500.0,4000.0,2762.26,8894.65,4928.1,3775.31,62475.21,6711.92,30480.58,15974.58,5471.07,232379.98,135558.5,36.84,10,Oct,4,Sunday,2024-10,41,90906.29000000001,20360.320000000003,121113.36000000002,1008.050602739726,636.6574794520549,371.3931506849315,1980.0,185.8275101010101,117.36362626262627,True
EK2197,2024-02-24,DXB,BKK,DXB-BKK,Airbus A350-900,325,247,0.7602,6.5,Peak,Long Haul,Medium,356087.28,39251.37,395338.66,40971.36,15600.0,8450.0,22750.0,4225.0,3268.58,5528.17,4305.03,5141.01,47984.81,6631.89,28023.22,18267.7,2677.06,213823.82,181514.84,45.91,2,Feb,1,Saturday,2024-02,8,91996.36,18242.79,103584.68,1600.5613765182186,865.6834817813766,734.8778947368421,2112.5,187.14256094674556,101.21837633136094,True
EK2042,2024-02-03,DXB,LHE,DXB-LHE,Boeing 787-9,296,226,0.7651,3.5,Peak,Medium Haul,Medium,113448.14,13522.63,126970.77,19616.9,7700.0,4200.0,11200.0,2100.0,4600.89,6043.49,4265.43,1536.9,22105.77,4549.03,20820.63,4313.6,2433.72,115486.36,11484.41,9.04,2,Feb,1,Saturday,2024-02,5,44816.9,16446.710000000003,54222.75,561.8175663716814,511.00159292035397,50.81597345132743,1036.0,122.5586583011583,111.47332046332046,True
EK8274,2024-11-14,DXB,SFO,DXB-SFO,Boeing 777-300ER,396,297,0.7521,16.5,Shoulder,Long Haul,Medium,349286.06,44069.1,393355.15,151915.91,57750.0,24750.0,74250.0,13200.0,4669.46,9560.57,4608.71,11322.5,70775.34,5841.49,90464.03,15676.2,3508.97,538293.16,-144938.0,-36.85,11,Nov,4,Thursday,2024-11,46,321865.91000000003,30161.239999999998,186266.03,1324.4281144781146,1812.4348821548822,-488.006734006734,6534.0,60.20127793082339,82.38340373431284,False
EK3580,2024-04-03,DXB,FRA,DXB-FRA,Airbus A380,517,452,0.8753,6.5,Shoulder,Long Haul,High,542212.29,60779.84,602992.12,82058.12,32500.0,13000.0,39000.0,6500.0,8785.77,13189.41,2959.34,3404.9,87777.15,13255.8,66934.48,23013.17,5627.74,398005.86,204986.27,33.99,4,Apr,2,Wednesday,2024-04,14,173058.12,28339.420000000002,196608.33999999997,1334.0533628318583,880.5439380530973,453.5094469026549,3360.5,179.43523880374943,118.43650052075584,True
EK4127,2024-05-01,DXB,SIN,DXB-SIN,Boeing 777-300ER,396,339,0.8584,7.5,Normal,Long Haul,High,509191.05,63809.19,573000.24,63063.11,26250.0,11250.0,33750.0,6000.0,6595.42,5142.97,2948.01,5998.54,93640.56,9647.85,46061.32,33891.25,3646.42,347885.45,225114.78,39.29,5,May,2,Wednesday,2024-05,18,140313.11,20684.94,186887.40000000002,1690.2661946902654,1026.2107669616519,664.0553982300885,2970.0,192.92937373737374,117.13314814814815,True
EK7689,2024-11-03,DXB,KWI,DXB-KWI,Boeing 737-800,189,162,0.8605,2.0,Shoulder,Short Haul,High,45996.1,6090.47,52086.57,4562.71,2400.0,1600.0,3600.0,600.0,4391.98,2725.3600000000006,4244.02,1296.03,8248.66,4630.67,7519.44,1670.69,1838.63,49328.19,2758.38,5.3,11,Nov,4,Sunday,2024-11,44,12762.71,12657.390000000001,23908.09,321.522037037037,304.495,17.027037037037037,378.0,137.79515873015873,130.49785714285716,True
EK8632,2024-12-07,DXB,HYD,DXB-HYD,Airbus A350-900,325,276,0.8496,4.2,Peak,Medium Haul,Medium,225783.16,25457.73,251240.89,25255.71,10080.0,5460.0,14700.0,2730.0,3154.11,8773.37,2340.19,2907.53,31042.7,6535.56,23667.1,9799.21,3803.63,150249.11,100991.78,40.2,12,Dec,4,Saturday,2024-12,49,58225.71,17175.2,74848.20000000001,910.293079710145,544.3808333333333,365.9122463768116,1365.0,184.05926007326008,110.07260805860805,True
EK6614,2024-09-01,DXB,BLR,DXB-BLR,Airbus A350-900,325,209,0.6461,4.5,Normal,Medium Haul,Medium,95301.05,10478.45,105779.5,25549.37,10800.0,5850.0,15750.0,2925.0,4194.97,6824.89,4311.3,3300.53,17436.16,6189.98,24670.27,3215.42,2537.72,133555.61,-27776.1,-26.26,9,Sep,3,Sunday,2024-09,35,60874.369999999995,18631.69,54049.55,506.122009569378,639.0220574162679,-132.9,1462.5,72.32786324786325,91.32007521367521,False
EK7821,2024-11-22,DXB,BOM,DXB-BOM,Boeing 787-9,296,243,0.823,3.2,Shoulder,Medium Haul,High,204357.33,26884.06,231241.38,18685.74,7040.0,3840.0,10240.0,1920.0,6699.67,4621.32,3351.39,2018.86,36201.72,6430.23,16550.28,7193.83,3396.77,128189.8,103051.59,44.56,11,Nov,4,Friday,2024-11,47,41725.740000000005,16691.239999999998,69772.83,951.6106172839507,527.5300411522634,424.08061728395063,947.2,244.13152449324323,135.3355152027027,True
EK7666,2024-11-08,DXB,MCT,DXB-MCT,Boeing 737-800,189,155,0.8211,1.2,Shoulder,Short Haul,High,31560.14,3830.2,35390.33,3294.42,1440.0,960.0,2160.0,360.0,4105.98,3245.25,2854.53,716.95,4568.38,2578.36,4959.41,2062.79,1883.57,35189.64,200.7,0.57,11,Nov,4,Friday,2024-11,45,8214.42,10922.710000000001,16052.509999999998,228.32470967741938,227.02993548387096,1.2948387096774192,226.79999999999998,156.04201940035276,155.15714285714287,True
EK6058,2024-08-09,DXB,JFK,DXB-JFK,Boeing 787-9,296,235,0.7966,14.0,Low,Long Haul,High,320480.05,40583.51,361063.55,69457.91,30800.0,16800.0,44800.0,8400.0,8521.46,7190.75,3331.56,10265.86,55708.67,5835.37,57121.53,11766.2,3193.91,333193.21,27870.34,7.72,8,Aug,3,Friday,2024-08,32,170257.91,29309.63,133625.68,1536.4406382978723,1417.8434468085106,118.5971914893617,4144.0,87.12923503861003,80.40376689189189,True
EK4968,2024-06-23,DXB,ORD,DXB-ORD,Boeing 777-300ER,396,264,0.6677,14.5,Low,Long Haul,Medium,444624.36,65641.09,510265.44,114642.72,50750.0,21750.0,65250.0,11600.0,4479.31,9137.87,2267.630000000063,10897.91,64534.95,5683.98,95353.49,27997.01,2457.4,486802.27,23463.17,4.6,6,Jun,2,Sunday,2024-06,25,263992.72,26782.720000000063,196026.83,1932.8236363636363,1843.9479924242426,88.87564393939394,5742.0,88.86545454545454,84.77921804249391,True
EK4949,2024-06-16,DXB,SFO,DXB-SFO,Boeing 777-300ER,396,258,0.6527,16.5,Low,Long Haul,Medium,493056.98,72897.91,565954.89,130790.79,57750.0,24750.0,74250.0,13200.0,4822.24,4915.61,2403.28,12242.38,77691.06,5288.34,86752.91,31625.14,3522.41,530004.15,35950.74,6.35,6,Jun,2,Sunday,2024-06,24,300740.79,24383.51,204879.86000000002,2193.6236046511626,2054.2796511627907,139.34395348837208,6534.0,86.61691000918273,81.11480716253443,True
EK7050,2024-10-16,DXB,KWI,DXB-KWI,Airbus A320,180,155,0.8636,2.0,Shoulder,Short Haul,High,41506.57,4660.27,46166.85,4904.61,2300.0,1560.0,3400.0,560.0,2736.52,5155.14,3180.17,1498.64,7381.5,4211.7,6831.54,1682.66,2144.3,47546.77,-1379.93,-2.99,10,Oct,4,Wednesday,2024-10,42,12724.61,12570.47,22251.7,297.8506451612903,306.75335483870964,-8.902774193548387,360.0,128.24125,132.0743611111111,False
EK5712,2024-08-26,DXB,KWI,DXB-KWI,Airbus A320,180,136,0.7571,2.0,Low,Short Haul,High,22032.34,2474.4,24506.74,4744.47,2300.0,1560.0,3400.0,560.0,3652.34,1942.56,3030.35,1464.89,3451.45,2855.12,6598.63,1368.08,1141.67,38069.56,-13562.81,-55.34,8,Aug,3,Monday,2024-08,35,12564.470000000001,10090.14,15414.95,180.19661764705884,279.9232352941176,-99.72654411764705,360.0,68.07427777777778,105.74877777777778,False
EK7795,2024-11-14,DXB,AMM,DXB-AMM,Boeing 787-9,296,233,0.7904,3.2,Shoulder,Short Haul,Medium,57225.9,8119.24,65345.15,18738.12,7040.0,3840.0,10240.0,1920.0,3448.94,3960.66,4654.55,1909.96,9136.11,6091.27,16582.39,3355.85,3091.42,94009.28,-28664.13,-43.87,11,Nov,4,Thursday,2024-11,46,41778.119999999995,13974.11,38257.04,280.45128755364806,403.47330472103005,-123.02201716738197,947.2,68.98770059121621,99.24966216216215,False
EK2718,2024-03-26,DXB,CMB,DXB-CMB,Boeing 787-9,296,218,0.737,4.5,Shoulder,Medium Haul,Medium,116776.62,15183.96,131960.58,23007.79,9900.0,5400.0,14400.0,2700.0,3324.81,5621.66,4269.44,1957.56,22070.5,4300.24,21739.7,5098.26,2019.84,125809.8,6150.77,4.66,3,Mar,1,Tuesday,2024-03,13,55407.79,15173.47,55228.54,605.3237614678899,577.1091743119266,28.214541284403673,1332.0,99.0695045045045,94.4518018018018,True
EK4454,2024-06-18,DXB,JED,DXB-JED,Boeing 737-800,189,114,0.6052,3.0,Low,Short Haul,Medium,27555.88,3510.71,31066.59,8051.09,3600.0,2400.0,5400.0,900.0,3642.55,2100.75,5159.0,1362.24,4972.16,2330.28,8641.76,1678.26,1240.64,51478.73,-20412.15,-65.7,6,Jun,2,Tuesday,2024-06,25,20351.09,12264.539999999999,18863.1,272.51394736842104,451.5678070175439,-179.05394736842106,567.0,54.79116402116402,90.79141093474428,False
EK5313,2024-07-21,DXB,MAA,DXB-MAA,Boeing 787-9,296,193,0.655,4.5,Low,Medium Haul,Medium,91660.95,10400.59,102061.54,26754.75,9900.0,5400.0,14400.0,2700.0,2369.65,2757.27,4557.79,2594.26,16969.03,4697.56,23559.0,3963.44,2583.48,123206.23,-21144.69,-20.72,7,Jul,3,Sunday,2024-07,29,59154.75,12278.97,51772.51,528.8162694300518,638.3742487046632,-109.5579792746114,1332.0,76.62277777777777,92.49716966966966,False
EK6976,2024-10-29,DXB,DOH,DXB-DOH,Boeing 737-800,189,150,0.7979,1.5,Shoulder,Short Haul,High,54272.79,7734.34,62007.13,3566.38,1800.0,1200.0,2700.0,450.0,2741.08,4763.27,4257.49,792.17,9348.44,2897.58,5983.14,2901.92,2103.07,45504.53,16502.6,26.61,10,Oct,4,Tuesday,2024-10,44,9716.380000000001,12554.01,23234.15,413.38086666666663,303.36353333333335,110.01733333333333,283.5,218.7200352733686,160.50980599647266,True
EK1050,2024-01-02,DXB,MCT,DXB-MCT,Airbus A320,180,171,0.95,1.2,Peak,Short Haul,High,53438.2,7852.88,61291.08,2753.13,1380.0,936.0,2040.0,336.0,4070.84,2906.52,3778.78,656.32,8223.23,3495.29,6335.73,3496.71,2139.86,42548.41,18742.67,30.58,1,Jan,1,Tuesday,2024-01,1,7445.13,11412.460000000001,23690.82,358.4273684210526,248.82111111111112,109.60625730994151,216.0,283.755,196.98337962962964,True
EK6589,2024-09-04,DXB,LHR,DXB-LHR,Boeing 777-300ER,396,313,0.7929,7.0,Normal,Medium Haul,High,239034.48,27059.28,266093.76,59146.6,24500.0,10500.0,31500.0,5600.0,7363.77,4605.16,2471.47,3039.11,44505.9,5117.4,38920.56,13142.61,2749.91,253162.48,12931.27,4.86,9,Sep,3,Wednesday,2024-09,36,131246.6,17479.51,104436.38,850.1398083067093,808.8258146964856,41.31396166134186,2772.0,95.99341991341991,91.32845598845599,True
EK1733,2024-02-04,DXB,KWI,DXB-KWI,Airbus A320,180,171,0.95,2.0,Peak,Short Haul,High,49218.69,6671.76,55890.45,4541.62,2300.0,1560.0,3400.0,560.0,2749.99,2235.14,2288.8,890.09,8030.51,5040.79,5451.9,1681.44,1619.62,42349.9,13540.55,24.23,2,Feb,1,Sunday,2024-02,5,12361.619999999999,8164.0199999999995,21824.259999999995,326.84473684210525,247.66023391812865,79.18450292397661,360.0,155.25125,117.63861111111112,True
EK1245,2024-01-23,DXB,IST,DXB-IST,Airbus A350-900,325,304,0.9373,5.0,Peak,Medium Haul,High,149475.17,17836.29999999999,167311.47,32878.76,12000.0,6500.0,17500.0,3250.0,3525.62,8610.14,5615.49,2397.75,24942.75,7282.81,23261.13,9872.0,3625.14,161261.59,6049.88,3.62,1,Jan,1,Tuesday,2024-01,4,72128.76000000001,20149.0,68983.83,550.3666776315789,530.4657565789473,19.900921052631578,1625.0,102.96090461538462,99.23790153846154,True
EK2941,2024-03-22,DXB,LAX,DXB-LAX,Airbus A350-900,325,254,0.7828,16.0,Shoulder,Long Haul,Medium,542669.48,76999.74,619669.23,91016.54,38400.0,20800.0,56000.0,10400.0,2802.39,4350.16,5942.92,9164.92,105211.67,7073.46,68196.85,29799.55,2093.21,451251.68,168417.55,27.18,3,Mar,1,Friday,2024-03,12,216616.53999999998,22260.39,212374.74,2439.6426377952757,1776.5814173228346,663.0612204724409,5200.0,119.1671596153846,86.77916923076923,True
EK2009,2024-02-14,DXB,MAA,DXB-MAA,Airbus A350-900,325,255,0.7857,4.5,Peak,Medium Haul,Medium,113474.97,16250.15,129725.13,28683.15,10800.0,5850.0,15750.0,2925.0,2922.8,4861.95,3677.1,1998.83,21318.41,5272.39,20017.37,4229.87,3451.27,131758.16,-2033.03,-1.57,2,Feb,1,Wednesday,2024-02,7,64008.15,13460.68,54289.31,508.726,516.6986666666667,-7.972666666666666,1462.5,88.70094358974359,90.09104957264958,False
EK7889,2024-11-07,DXB,IST,DXB-IST,Boeing 787-9,296,252,0.8544,5.0,Shoulder,Medium Haul,High,172229.08,23890.41,196119.49,27339.52,11000.0,6000.0,16000.0,3000.0,3372.37,7419.24,2124.34,3953.01,33486.88,4197.31,20425.39,8297.51,2993.45,149609.02,46510.47,23.72,11,Nov,4,Thursday,2024-11,45,63339.520000000004,16868.96,69400.54,778.2519444444445,593.6865873015872,184.56535714285715,1480.0,132.51316891891892,101.08717567567567,True
EK1017,2024-01-21,DXB,DOH,DXB-DOH,Boeing 737-800,189,165,0.8752,1.5,Peak,Short Haul,High,57494.37,8096.89,65591.26,3720.23,1800.0,1200.0,2700.0,450.0,2915.57,4998.34,2910.38,1118.61,7964.08,2953.0,5852.95,3870.32,1642.39,44095.87,21495.39,32.77,1,Jan,1,Sunday,2024-01,3,9870.23,11942.900000000001,22282.739999999998,397.5227878787878,267.24769696969696,130.2750909090909,283.5,231.36246913580246,155.540987654321,True
EK4102,2024-05-10,DXB,MEL,DXB-MEL,Airbus A350-900,325,237,0.7292,13.5,Normal,Long Haul,Medium,259442.32,26996.3,286438.62,85055.68,32400.0,17550.0,47250.0,8775.0,4017.85,7444.67,4740.75,10208.44,38034.22,4194.26,52254.73,12863.98,2604.85,327394.41,-40955.79,-14.3,5,May,2,Friday,2024-05,19,191030.68,26411.71,109952.04000000001,1208.6017721518988,1381.4110126582277,-172.8092405063291,4387.5,65.28515555555555,74.61980854700855,False
